step,time,x,y,z,qpos_hip_p_l,qpos_hip_r_l,qpos_hip_y_l,qpos_knee_p_l,qpos_ank_p_l,qpos_ank_r_l,qpos_hip_p_r,qpos_hip_r_r,qpos_hip_y_r,qpos_knee_p_r,qpos_ank_p_r,qpos_ank_r_r,qvel_hip_p_l,qvel_hip_r_l,qvel_hip_y_l,qvel_knee_p_l,qvel_ank_p_l,qvel_ank_r_l,qvel_hip_p_r,qvel_hip_r_r,qvel_hip_y_r,qvel_knee_p_r,qvel_ank_p_r,qvel_ank_r_r,tau_hip_p_l,tau_hip_r_l,tau_hip_y_l,tau_knee_p_l,tau_ank_p_l,tau_ank_r_l,tau_hip_p_r,tau_hip_r_r,tau_hip_y_r,tau_knee_p_r,tau_ank_p_r,tau_ank_r_r,action_hip_p_l,action_hip_r_l,action_hip_y_l,action_knee_p_l,action_ank_p_l,action_ank_r_l,action_hip_p_r,action_hip_r_r,action_hip_y_r,action_knee_p_r,action_ank_p_r,action_ank_r_r,cmd_vx,cmd_vy,cmd_vyaw,fall
376,7.6400,-0.2443,-0.0404,0.4045,-0.9988,0.1952,-0.0251,1.7442,0.0139,0.0196,-0.9737,0.2884,0.0429,1.8116,-0.2768,0.0830,-0.1159,0.0133,-0.1536,0.0743,-0.5672,0.0618,0.0352,0.0106,-0.1153,-0.1611,-0.0485,0.5545,65.70,-34.20,-8.32,-84.21,26.94,-1.27,-120.00,-27.76,-33.58,31.46,-37.19,-10.48,0.0268,-0.5786,-0.4680,1.9203,3.1746,0.0112,-8.0830,0.0391,-1.2023,5.2565,-2.1981,-0.2573,0.50,0.00,0.00,0
377,7.6600,-0.2442,-0.0410,0.4044,-1.0029,0.1915,-0.0340,1.7453,0.0097,0.0155,-0.9729,0.2881,0.0382,1.8095,-0.2784,0.0881,-0.6285,-1.3278,-2.1662,-0.2976,-0.4637,-0.2929,0.0793,-0.1364,-1.1045,-0.5599,0.0726,0.1157,120.00,2.22,-71.50,-120.00,22.75,12.33,-120.00,-33.98,-82.98,120.00,-25.82,-7.24,4.0206,0.8331,-2.9793,-0.1809,3.0230,0.7709,-7.3182,-0.2235,-3.1567,10.4437,-1.4293,-0.1141,0.50,0.00,0.00,0
378,7.6800,-0.2441,-0.0406,0.4045,-1.0054,0.1924,-0.0321,1.7457,0.0094,0.0187,-0.9755,0.2878,0.0395,1.8093,-0.2786,0.0849,-0.0621,0.1702,0.0406,-0.0783,-0.3310,0.3380,-0.0853,0.0793,0.0228,-0.1750,0.0958,-0.2405,58.19,-32.61,-1.89,-83.49,36.22,-3.93,-120.00,-33.74,-28.66,33.67,-37.69,-8.69,-0.2852,-0.5400,-0.1783,1.9218,3.8322,-0.1519,-8.1244,-0.2091,-0.9708,5.3131,-2.2085,-0.2863,0.50,0.00,0.00,0
379,7.7000,-0.2441,-0.0406,0.4045,-1.0095,0.1915,-0.0366,1.7474,0.0122,0.0226,-0.9761,0.2866,0.0348,1.8074,-0.2815,0.0831,-0.2259,-0.1358,-0.3560,0.3264,-0.3433,-0.5339,0.0198,-0.0732,-0.3131,0.0065,-0.2364,0.0351,120.00,2.13,-76.39,-120.00,29.33,13.82,-106.69,-29.38,-94.70,120.00,-17.57,-4.02,4.8512,0.8597,-3.2831,-0.5816,3.3825,0.8983,-6.7792,-0.0273,-3.7207,11.3356,-0.9533,0.0725,0.50,0.00,0.00,0
380,7.7200,-0.2441,-0.0406,0.4044,-1.0169,0.1919,-0.0407,1.7495,0.0137,0.0275,-0.9808,0.2868,0.0310,1.8060,-0.2816,0.0833,-0.0946,0.0326,-0.0572,-0.1820,-0.1173,-1.2061,-0.0297,0.0039,-0.0485,-0.2215,0.1016,-0.0080,41.36,-27.76,3.45,-82.32,33.35,-0.70,-120.00,-29.53,-19.71,-8.91,-42.48,-8.15,-1.1484,-0.3420,-0.0468,2.0285,3.6899,-0.0937,-8.2808,-0.0296,-0.6859,4.2030,-2.5377,-0.2102,0.50,0.00,0.00,0
381,7.7400,-0.2440,-0.0405,0.4053,-1.0167,0.1905,-0.0448,1.7476,0.0143,0.0209,-0.9777,0.2862,0.0284,1.8007,-0.2786,0.0831,0.1614,-0.0543,-0.2398,-0.0121,-0.3887,0.0482,0.3652,-0.0671,-0.1964,-0.2676,0.1647,-0.0083,120.00,1.90,-77.05,-120.00,25.41,13.86,-98.54,-29.90,-84.03,120.00,-15.95,-3.91,5.2028,0.8263,-3.2833,-0.1616,3.0753,1.0106,-6.4083,-0.0630,-3.2668,11.0438,-0.7456,0.0696,0.50,0.00,0.00,0
382,7.7600,-0.2441,-0.0406,0.4046,-1.0249,0.1912,-0.0459,1.7508,0.0234,0.0209,-0.9854,0.2866,0.0274,1.8030,-0.2807,0.0720,0.0767,-0.1011,0.1915,-0.2547,0.3180,-0.1424,0.0178,-0.1524,0.0241,-0.1400,0.2955,-0.4547,43.97,-28.80,4.19,-83.11,26.91,2.07,-120.00,-23.92,-26.92,23.14,-44.78,-8.24,-0.9085,-0.3936,-0.0046,1.9320,3.6824,0.1096,-8.3418,0.1769,-0.9646,4.9998,-2.6711,-0.3704,0.50,0.00,0.00,0
383,7.7800,-0.2440,-0.0409,0.4050,-1.0263,0.1887,-0.0486,1.7491,0.0143,0.0271,-0.9862,0.2853,0.0239,1.8019,-0.2766,0.0813,-0.1082,0.1390,0.3391,-0.0459,0.6093,1.1308,-0.0969,-0.0873,0.1017,0.0495,0.1898,0.7157,120.00,10.75,-78.42,-120.00,6.93,9.37,-108.78,-34.38,-81.81,120.00,-17.76,-7.58,4.5761,1.1745,-3.3860,-0.0643,2.3940,1.1579,-6.9084,-0.2234,-3.1931,10.3695,-0.8519,-0.0401,0.50,0.00,0.00,0
384,7.8000,-0.2441,-0.0406,0.4046,-1.0310,0.1894,-0.0448,1.7496,0.0137,0.0268,-0.9929,0.2863,0.0289,1.8045,-0.2818,0.0870,-0.3640,0.0791,0.2888,-0.1524,-0.0118,-0.5423,-0.5171,0.0403,0.2200,0.0571,-0.1738,0.0680,45.53,-24.24,-5.69,-83.50,18.20,2.44,-120.00,-23.77,-22.79,27.75,-41.71,-9.73,-0.9181,-0.1821,-0.3834,1.9665,2.6369,0.2588,-8.2530,0.2108,-0.7786,5.1531,-2.5507,-0.2866,0.50,0.00,0.00,0
385,7.8200,-0.2441,-0.0406,0.4044,-1.0347,0.1906,-0.0437,1.7502,0.0193,0.0267,-0.9973,0.2868,0.0294,1.8055,-0.2813,0.0880,0.0984,-0.0829,-0.0428,-0.1119,-0.0338,-0.2995,0.1905,-0.0650,-0.0451,-0.1643,0.1103,0.0366,120.00,17.81,-87.54,-120.00,10.50,20.21,-105.84,-34.94,-81.09,120.00,-7.23,-5.00,4.9240,1.5007,-3.6961,0.1359,2.1776,1.4601,-6.7825,-0.2394,-3.1456,10.4929,-0.1877,0.0259,0.50,0.00,0.00,0
386,7.8400,-0.2442,-0.0405,0.4042,-1.0419,0.1916,-0.0425,1.7506,0.0108,0.0197,-1.0050,0.2873,0.0309,1.8057,-0.2782,0.0858,-0.5233,-0.1354,0.3302,-0.2068,-0.3872,-0.0057,-0.6690,-0.0591,0.4300,-0.0240,-0.3558,-0.4323,32.57,-20.47,-0.57,-74.71,7.76,1.87,-120.00,-27.85,-17.86,13.90,-36.94,-6.93,-1.4938,-0.0098,-0.1729,2.2058,1.8184,0.1929,-8.0847,0.0616,-0.5600,4.7754,-2.1895,-0.1715,0.50,0.00,0.00,0
387,7.8600,-0.2441,-0.0411,0.4041,-1.0495,0.1926,-0.0427,1.7502,0.0192,0.0181,-1.0132,0.2883,0.0297,1.8061,-0.2779,0.0797,-0.1714,0.2401,0.1096,0.0906,1.0520,-0.0933,-0.3683,0.2203,0.0070,0.0727,0.4725,-0.0989,120.00,-3.14,-71.04,-120.00,3.07,15.75,-104.11,-31.06,-71.74,120.00,-13.31,-3.52,4.9109,0.8009,-2.9139,0.5245,2.4037,1.2068,-6.8211,-0.0712,-2.7767,9.7008,-0.5307,0.0547,0.50,0.00,0.00,0
388,7.8800,-0.2442,-0.0405,0.4046,-1.0498,0.1940,-0.0335,1.7462,0.0119,0.0190,-1.0187,0.2887,0.0381,1.8070,-0.2827,0.0787,0.0430,0.1172,0.2702,-0.3454,-0.3447,-0.0351,-0.0860,0.0438,0.1890,-0.1500,-0.1009,-0.4406,60.40,-16.77,-16.78,-75.56,15.04,4.34,-120.00,-28.22,-22.12,53.14,-38.63,-6.78,-0.3304,0.0529,-0.7146,2.1095,2.3747,0.3779,-8.3114,-0.0261,-0.6542,5.8864,-2.3294,-0.2244,0.50,0.00,0.00,0
389,7.9000,-0.2440,-0.0404,0.4055,-1.0478,0.1937,-0.0298,1.7423,0.0093,0.0240,-1.0190,0.2878,0.0400,1.8065,-0.2763,0.0755,0.0841,-0.1696,0.1659,-0.1235,-0.1947,1.7289,-0.0540,-0.1140,0.1324,0.0611,0.5047,0.2731,120.00,24.42,-85.41,-120.00,11.18,22.96,-104.72,-37.24,-74.80,120.00,-10.24,-5.98,3.9747,1.7611,-3.4996,0.4505,2.1100,1.4901,-6.8455,-0.3551,-2.8385,9.9134,-0.2579,-0.0651,0.50,0.00,0.00,0
390,7.9200,-0.2442,-0.0406,0.4046,-1.0547,0.1938,-0.0252,1.7426,0.0143,0.0203,-1.0300,0.2886,0.0439,1.8118,-0.2791,0.0876,1.0139,0.4789,1.2578,-0.7218,-1.6636,0.0550,0.5845,-0.0131,0.8147,-0.2389,-0.1196,0.5588,45.77,-11.22,-2.73,-67.50,13.76,7.09,-118.61,-25.43,-12.72,37.57,-36.00,-10.47,-0.8951,0.1211,-0.3194,2.2128,2.5157,0.2455,-7.3901,0.1084,-0.3034,5.3808,-2.1428,-0.2318,0.50,0.00,0.00,0
391,7.9400,-0.2436,-0.0400,0.4084,-1.0306,0.1964,-0.0130,1.7280,0.0098,0.0199,-1.0117,0.2911,0.0577,1.8028,-0.2780,0.0875,1.4740,0.1107,0.4456,-0.5835,-0.2906,-0.4092,1.3033,0.0415,0.4355,-0.5003,-0.2339,-0.4124,120.00,37.04,-92.55,-120.00,5.60,27.96,-85.56,-36.02,-68.32,120.00,2.02,-3.00,4.0800,2.2775,-3.6962,0.7269,1.9328,1.6488,-5.8921,-0.2666,-2.4382,9.8357,0.3865,0.0774,0.50,0.00,0.00,0
392,7.9600,-0.2435,-0.0400,0.4088,-1.0282,0.1983,-0.0097,1.7258,0.0095,0.0238,-1.0108,0.2917,0.0597,1.8017,-0.2780,0.0806,-0.7061,0.0714,0.0709,0.3307,-0.4208,-0.4733,-0.7608,0.0543,-0.0194,0.2810,0.2379,-0.2338,40.96,3.32,-23.89,-66.23,4.10,7.53,-108.28,-33.59,-2.48,17.07,-35.53,-6.23,-1.1671,0.9420,-1.0154,2.3600,1.6803,0.5069,-7.0610,-0.1802,0.1061,4.8848,-2.0383,-0.1400,0.50,0.00,0.00,0
393,7.9800,-0.2437,-0.0401,0.4074,-1.0347,0.1973,-0.0108,1.7300,0.0181,0.0261,-1.0174,0.2910,0.0578,1.8068,-0.2777,0.0866,0.1097,0.0427,0.2229,0.3128,-0.2689,-0.1222,0.0103,0.0146,0.2011,0.2778,-0.1871,0.2707,120.00,13.58,-68.06,-120.00,13.27,15.62,-91.31,-35.04,-61.76,120.00,-12.97,-4.40,3.9148,1.3121,-2.7802,0.6392,2.6411,1.1677,-6.3591,-0.2399,-2.2290,8.8385,-0.6005,0.1145,0.50,0.00,0.00,0
394,8.0000,-0.2443,-0.0402,0.4043,-1.0426,0.1989,-0.0077,1.7388,0.0088,0.0222,-1.0285,0.2924,0.0601,1.8186,-0.2788,0.0875,-0.6178,0.1473,0.2587,0.6786,-0.5378,0.6045,-0.8892,0.0817,0.1239,0.8377,-0.0546,-0.0645,95.22,-8.35,-36.48,-83.39,16.70,6.42,-119.27,-30.85,-23.19,73.22,-32.64,-7.94,0.9356,0.4826,-1.4584,1.9926,2.4736,0.5318,-7.6227,-0.0485,-0.6693,6.5181,-1.9062,-0.1906,0.50,0.00,0.00,0
395,8.0200,-0.2439,-0.0405,0.4061,-1.0281,0.1967,-0.0109,1.7333,0.0101,0.0342,-1.0120,0.2916,0.0588,1.8123,-0.2789,0.0819,0.8759,0.0231,-0.1290,-0.3054,-0.3815,-0.0851,1.0896,-0.0809,-0.2049,-0.4436,-0.1336,-0.2601,120.00,45.49,-96.87,-120.00,7.94,21.94,-99.08,-40.02,-72.41,120.00,-0.42,-4.19,3.6192,2.5937,-3.9575,0.4076,1.8382,1.6296,-6.4325,-0.4391,-2.6841,9.9701,0.2074,-0.0111,0.50,0.00,0.00,0
396,8.0400,-0.2439,-0.0402,0.4067,-1.0208,0.1966,-0.0150,1.7333,0.0130,0.0263,-1.0013,0.2906,0.0542,1.8074,-0.2771,0.0829,-0.0958,-0.1360,-0.1561,0.0646,-0.0514,-0.5949,0.0835,-0.0745,-0.1369,-0.0890,0.0851,0.2127,39.40,-1.05,-11.01,-69.12,6.44,3.65,-91.41,-38.31,-0.44,10.35,-28.12,-8.80,-1.0992,0.7895,-0.5555,2.3224,1.8314,0.3081,-6.2237,-0.3502,0.1460,4.6820,-1.5669,-0.2138,0.50,0.00,0.00,0
397,8.0600,-0.2440,-0.0402,0.4062,-1.0160,0.1962,-0.0197,1.7368,0.0146,0.0316,-0.9936,0.2902,0.0500,1.8075,-0.2841,0.0845,0.4649,-0.1307,-0.1108,0.0949,-0.0243,-0.3240,0.5638,-0.0845,-0.1106,0.0662,-0.0791,0.0593,120.00,12.94,-66.14,-120.00,23.93,13.54,-99.75,-30.32,-63.36,120.00,-11.18,-3.99,4.0600,1.3270,-2.7665,0.4392,3.0336,1.0700,-6.4750,-0.0380,-2.3729,9.8911,-0.5058,0.0851,0.50,0.00,0.00,0
398,8.0800,-0.2443,-0.0403,0.4045,-1.0165,0.1964,-0.0215,1.7426,0.0097,0.0204,-0.9936,0.2901,0.0478,1.8127,-0.2823,0.0853,0.6818,-0.1821,0.1703,-0.3685,-0.2206,0.2436,0.7034,-0.1377,0.1891,-0.3472,0.1602,0.0106,50.26,-13.97,-19.04,-82.44,12.60,2.34,-115.08,-27.24,-19.97,55.61,-30.60,-7.76,-0.5375,0.2388,-0.8505,1.9130,2.2357,0.2235,-7.0579,0.0700,-0.6091,5.8828,-1.7432,-0.1724,0.50,0.00,0.00,0
399,8.1000,-0.2439,-0.0406,0.4065,-0.9991,0.1965,-0.0237,1.7367,0.0155,0.0213,-0.9743,0.2909,0.0469,1.8046,-0.2773,0.0852,1.1660,0.0010,0.1603,-0.3035,-0.2980,0.2008,1.1839,-0.0465,0.1460,-0.3209,0.2572,-0.0219,120.00,22.72,-76.03,-120.00,1.33,15.34,-95.24,-35.54,-66.26,120.00,-9.87,-6.35,2.6751,1.6996,-3.1330,0.5122,1.4951,1.1356,-6.1419,-0.2552,-2.4534,9.0838,-0.3126,-0.0862,0.50,0.00,0.00,0
400,8.1200,-0.2439,-0.0402,0.4065,-0.9845,0.1965,-0.0207,1.7366,0.0156,0.0226,-0.9611,0.2905,0.0493,1.8063,-0.2772,0.0831,0.3262,0.0264,0.1712,0.0459,0.1768,-0.4754,0.2468,-0.1606,0.0491,0.2677,-0.1674,0.0845,76.34,6.89,-40.82,-78.89,-2.75,7.73,-102.23,-38.03,-12.48,68.37,-20.42,-7.94,0.6058,1.0563,-1.7119,2.0858,1.3680,0.5929,-6.4647,-0.3499,-0.3275,6.3022,-1.1156,-0.1807,0.50,0.00,0.00,0
401,8.1400,-0.2442,-0.0408,0.4046,-0.9756,0.1960,-0.0224,1.7421,0.0135,0.0204,-0.9526,0.2914,0.0484,1.8123,-0.2781,0.0830,0.5236,0.1126,0.3499,0.2546,-0.2184,-0.2159,0.4140,-0.0189,0.2516,0.4307,-0.3254,-0.2532,120.00,28.09,-81.39,-120.00,12.87,18.54,-107.48,-38.83,-60.99,120.00,-15.46,-4.26,3.5460,1.8968,-3.3696,0.1024,2.3407,1.2169,-6.6470,-0.3707,-2.2353,9.1020,-0.7618,0.0226,0.50,0.00,0.00,0
402,8.1600,-0.2442,-0.0403,0.4056,-0.9578,0.1963,-0.0213,1.7389,0.0183,0.0210,-0.9345,0.2907,0.0488,1.8082,-0.2776,0.0804,0.2635,-0.0821,-0.0598,-0.0306,-0.3631,0.0427,0.3090,-0.0766,-0.1586,-0.0257,0.2962,0.0481,49.20,-2.11,-26.89,-95.15,7.10,5.61,-120.00,-34.73,-22.22,22.54,-40.21,-9.19,-0.3884,0.7151,-1.1688,1.6245,1.8449,0.4515,-7.5108,-0.2220,-0.7046,5.0125,-2.3589,-0.3057,0.50,0.00,0.00,0
403,8.1800,-0.2442,-0.0404,0.4050,-0.9525,0.1952,-0.0294,1.7437,0.0097,0.0219,-0.9242,0.2902,0.0420,1.8076,-0.2782,0.0854,0.2023,-0.0764,-0.5492,0.3325,-0.3270,0.1514,0.5856,0.0448,-0.4244,-0.0283,-0.4372,0.0782,120.00,33.07,-88.87,-120.00,16.72,19.61,-104.94,-36.84,-74.20,120.00,-5.69,-6.80,4.2790,2.1232,-3.7581,0.0285,2.4496,1.3916,-6.3984,-0.2906,-2.8557,10.7822,-0.1885,-0.0955,0.50,0.00,0.00,0
404,8.2000,-0.2443,-0.0407,0.4049,-0.9486,0.1925,-0.0386,1.7457,0.0097,0.0192,-0.9152,0.2892,0.0349,1.8048,-0.2810,0.0864,-0.4855,-1.2965,-1.5735,-0.4021,-0.6663,-1.0078,0.0253,-0.2145,-0.7181,-0.3521,0.0917,0.0368,56.19,-16.87,-11.00,-91.67,24.12,4.35,-120.00,-33.38,-31.13,20.29,-33.10,-10.71,-0.1023,0.1315,-0.6249,1.7515,2.9509,0.2854,-7.6783,-0.1627,-1.1390,4.9348,-1.9277,-0.3644,0.50,0.00,0.00,0
405,8.2200,-0.2443,-0.0406,0.4047,-0.9456,0.1935,-0.0411,1.7486,0.0167,0.0218,-0.9097,0.2886,0.0316,1.8038,-0.2777,0.0862,0.3374,0.1067,-0.2970,0.1153,-0.5387,0.0116,0.5290,0.0443,-0.2582,-0.2162,0.1517,-0.0162,120.00,-5.73,-65.28,-120.00,36.48,11.24,-120.00,-29.13,-85.09,120.00,-29.82,-7.01,5.1684,0.5308,-2.8030,-0.1939,3.8340,0.8603,-7.9227,-0.0205,-3.3004,10.8270,-1.6685,-0.1257,0.50,0.00,0.00,0
406,8.2400,-0.2443,-0.0406,0.4045,-0.9469,0.1938,-0.0428,1.7498,0.0097,0.0211,-0.9098,0.2888,0.0304,1.8033,-0.2805,0.0758,-0.3950,0.1833,-0.0091,0.1720,-0.3379,0.4394,-0.4238,0.0679,-0.0970,0.0745,0.1554,-0.5059,47.41,-25.49,-4.04,-88.87,39.39,-2.97,-120.00,-30.39,-30.21,26.97,-40.27,-6.27,-0.5343,-0.2472,-0.3239,1.8258,4.0341,-0.0453,-8.0510,-0.0721,-1.0920,5.1332,-2.3853,-0.2172,0.50,0.00,0.00,0
407,8.2600,-0.2440,-0.0404,0.4062,-0.9391,0.1908,-0.0450,1.7444,0.0110,0.0222,-0.9008,0.2869,0.0279,1.7978,-0.2765,0.0769,0.3096,-0.1903,-0.1804,-0.1640,-0.0691,0.1272,0.4972,-0.1796,-0.2388,-0.2386,0.2701,0.5274,120.00,27.64,-98.27,-120.00,37.46,14.17,-118.13,-40.40,-90.99,120.00,-15.46,-5.87,5.2864,1.8863,-4.1559,-0.4734,3.8804,1.2683,-6.8356,-0.4564,-3.5769,12.1092,-0.7076,-0.0016,0.50,0.00,0.00,0
408,8.2800,-0.2443,-0.0405,0.4050,-0.9521,0.1919,-0.0462,1.7489,0.0124,0.0184,-0.9133,0.2877,0.0272,1.8008,-0.2782,0.0879,-1.3885,-0.1668,-0.0493,0.4505,-0.1625,0.4920,-1.4410,-0.0823,0.0606,0.8040,-0.1083,0.2203,36.44,-23.86,7.12,-85.18,50.00,-1.46,-120.00,-27.54,-18.85,-6.69,-48.58,-10.20,-1.1350,-0.1565,0.1071,1.9798,5.0895,0.0046,-8.6663,0.0973,-0.6323,4.2765,-3.0237,-0.2678,0.50,0.00,0.00,0
409,8.3000,-0.2441,-0.0405,0.4052,-0.9582,0.1912,-0.0483,1.7492,0.0134,0.0188,-0.9175,0.2874,0.0258,1.7999,-0.2784,0.0911,-0.2841,-0.1628,-0.0977,0.0248,-0.1404,1.4792,-0.1431,-0.1388,-0.1232,-0.0752,0.1524,0.0689,120.00,1.16,-74.91,-120.00,49.29,15.02,-120.00,-36.03,-93.18,120.00,-21.94,-5.91,5.7636,0.8133,-3.2358,-0.1503,4.6576,1.0880,-7.1436,-0.2798,-3.6441,11.3907,-1.1456,-0.0148,0.50,0.00,0.00,0
410,8.3200,-0.2443,-0.0406,0.4047,-0.9671,0.1915,-0.0470,1.7499,0.0145,0.0266,-0.9277,0.2874,0.0269,1.8016,-0.2781,0.0895,-0.3785,0.1080,0.5073,-0.0531,-0.2473,-0.8255,-0.6747,0.0272,0.4018,0.1932,0.0456,-0.1390,45.80,-25.30,1.23,-86.04,50.00,4.87,-120.00,-27.02,-27.90,35.59,-50.00,-10.29,-0.6738,-0.2200,-0.0814,1.8893,5.4147,0.2350,-9.5205,0.0777,-0.9644,5.3600,-3.5171,-0.3529,0.50,0.00,0.00,0
411,8.3400,-0.2442,-0.0406,0.4046,-0.9718,0.1927,-0.0450,1.7500,0.0167,0.0338,-0.9337,0.2874,0.0281,1.8030,-0.2811,0.0803,0.0764,0.1119,-0.1976,0.0840,-0.3947,-0.3455,0.1818,0.0418,-0.2538,-0.0691,0.1184,-0.4478,120.00,24.96,-87.16,-120.00,28.66,17.90,-108.00,-39.47,-81.58,120.00,-15.87,-5.69,4.9216,1.7466,-3.6647,0.2371,3.4114,1.3979,-6.6465,-0.4568,-3.1630,10.8409,-0.7739,-0.1537,0.50,0.00,0.00,0
412,8.3600,-0.2443,-0.0409,0.4043,-0.9765,0.1920,-0.0430,1.7492,0.0204,0.0159,-0.9411,0.2874,0.0281,1.8052,-0.2776,0.0784,-0.3919,-0.1725,0.4453,0.1394,0.5079,-0.5759,-1.0266,0.1002,0.3961,0.4958,-0.0679,0.7119,57.06,-25.08,-11.42,-90.43,32.59,4.61,-120.00,-24.76,-24.48,48.47,-50.00,-10.44,-0.2702,-0.0547,-0.4500,1.8009,4.4694,0.3467,-9.2098,0.1539,-0.8825,5.7689,-3.3358,-0.2904,0.50,0.00,0.00,0
413,8.3800,-0.2443,-0.0406,0.4048,-0.9745,0.1938,-0.0355,1.7456,0.0114,0.0214,-0.9430,0.2888,0.0365,1.8058,-0.2834,0.0845,-0.1417,0.1573,-0.0804,0.1709,-0.4660,0.0005,-0.0550,0.1477,-0.2143,0.1515,-0.4555,-0.3047,120.00,23.45,-80.36,-120.00,20.02,20.14,-117.58,-38.44,-77.05,120.00,-15.68,-7.32,4.4414,1.6892,-3.3422,0.4723,2.7186,1.4604,-7.1251,-0.3984,-2.8905,10.4516,-0.8823,-0.2098,0.50,0.00,0.00,0
414,8.4000,-0.2443,-0.0405,0.4045,-0.9808,0.1951,-0.0298,1.7450,0.0180,0.0204,-0.9529,0.2890,0.0406,1.8097,-0.2828,0.0793,0.0446,0.2883,0.3507,-0.1882,-0.7787,-0.0216,-0.1723,0.1700,0.2574,-0.0701,0.1856,-0.2057,50.38,-17.33,-12.79,-88.04,32.12,4.27,-120.00,-24.12,-26.86,43.80,-50.00,-7.88,-0.6319,0.0996,-0.5748,1.8347,3.5473,0.3831,-9.2619,0.1971,-0.8709,5.6437,-3.1538,-0.2511,0.50,0.00,0.00,0
415,8.4200,-0.2443,-0.0408,0.4050,-0.9852,0.1926,-0.0317,1.7423,0.0169,0.0242,-0.9577,0.2893,0.0406,1.8079,-0.2763,0.0788,-0.8442,-1.6128,-2.4674,-0.0790,-0.2724,-1.2730,-0.2957,0.1148,-0.9916,-0.3183,0.1975,0.1790,120.00,17.48,-83.86,-120.00,2.00,11.73,-111.62,-35.42,-74.82,120.00,-16.00,-6.98,4.2706,1.4563,-3.4539,0.4171,2.2882,1.3462,-6.9400,-0.2781,-2.8281,10.2063,-0.7253,-0.1302,0.50,0.00,0.00,0
416,8.4400,-0.2443,-0.0405,0.4047,-0.9901,0.1941,-0.0249,1.7420,0.0137,0.0197,-0.9659,0.2887,0.0451,1.8112,-0.2783,0.0844,-0.4358,0.1962,0.2712,0.0694,-0.4918,-0.0647,-0.6506,0.1381,0.2186,0.2483,-0.1049,-0.0146,68.97,-31.18,-5.59,-86.51,34.72,1.42,-120.00,-24.59,-34.24,64.74,-46.71,-8.12,0.1535,-0.5015,-0.2903,1.8493,3.7146,0.1760,-8.8666,0.1630,-1.1476,6.2085,-2.8546,-0.2052,0.50,0.00,0.00,0
417,8.4600,-0.2443,-0.0404,0.4047,-0.9926,0.1956,-0.0209,1.7409,0.0122,0.0225,-0.9706,0.2895,0.0483,1.8122,-0.2784,0.0840,-0.0306,0.1205,0.1115,0.0867,-0.4678,1.6145,-0.1146,0.0394,0.0714,0.0555,0.0825,-0.0199,120.00,6.86,-71.16,-120.00,17.61,16.77,-120.00,-36.65,-75.19,120.00,-20.89,-8.06,3.7330,1.0466,-2.9126,0.4816,2.5871,1.1750,-7.4380,-0.3125,-2.7978,9.7961,-1.0968,-0.2047,0.50,0.00,0.00,0
418,8.4800,-0.2443,-0.0404,0.4045,-0.9972,0.1969,-0.0165,1.7402,0.0117,0.0219,-0.9779,0.2902,0.0518,1.8143,-0.2778,0.0832,-0.0561,0.1653,0.3784,-0.1553,-0.3984,0.1774,-0.2584,0.1057,0.3268,-0.0052,-0.2021,-0.0353,51.00,-20.31,-13.70,-77.59,22.39,1.09,-120.00,-25.75,-20.64,63.50,-39.03,-7.96,-0.5225,-0.0194,-0.5599,2.0489,2.9119,0.2514,-7.5670,0.1265,-0.5719,6.1392,-2.3580,-0.2040,0.50,0.00,0.00,0
419,8.5000,-0.2443,-0.0403,0.4045,-1.0003,0.1979,-0.0138,1.7396,0.0178,0.0220,-0.9824,0.2906,0.0538,1.8154,-0.2780,0.0827,0.1030,-0.0479,-0.0172,-0.0743,-0.2848,-0.3074,0.1516,-0.0654,-0.0511,-0.0973,0.1711,0.0335,120.00,16.68,-80.42,-120.00,19.56,20.36,-113.35,-36.16,-72.02,120.00,-14.59,-5.04,4.0036,1.4622,-3.2706,0.4681,2.7279,1.3448,-7.0436,-0.2816,-2.6683,10.0019,-0.6666,-0.0063,0.50,0.00,0.00,0
420,8.5200,-0.2444,-0.0403,0.4043,-1.0026,0.1970,-0.0087,1.7376,0.0183,0.0200,-0.9893,0.2912,0.0592,1.8189,-0.2814,0.0836,-0.5239,0.3241,0.4482,0.1596,-0.5857,-0.1307,-0.8926,0.2256,0.3507,0.4194,0.2095,0.0937,62.44,-23.13,-15.81,-83.19,23.95,3.93,-120.00,-25.06,-23.50,58.42,-42.93,-9.55,-0.1767,-0.1402,-0.5802,1.9196,3.0246,0.3262,-7.9324,0.1604,-0.6300,6.0783,-2.5500,-0.2834,0.50,0.00,0.00,0
421,8.5400,-0.2442,-0.0402,0.4051,-0.9989,0.1982,-0.0032,1.7338,0.0124,0.0222,-0.9884,0.2921,0.0645,1.8185,-0.2774,0.0851,0.1579,-0.0998,-0.0399,0.1375,-0.2709,-0.5256,0.1548,0.0496,0.1744,0.3811,0.3999,-0.0345,120.00,13.05,-77.11,-120.00,8.71,20.71,-113.22,-36.35,-66.83,120.00,-16.19,-7.35,3.8974,1.3168,-3.0689,0.7675,2.1313,1.3494,-7.0842,-0.2864,-2.3927,9.5695,-0.7585,-0.1324,0.50,0.00,0.00,0
