step,time,x,y,z,qpos_hip_p_l,qpos_hip_r_l,qpos_hip_y_l,qpos_knee_p_l,qpos_ank_p_l,qpos_ank_r_l,qpos_hip_p_r,qpos_hip_r_r,qpos_hip_y_r,qpos_knee_p_r,qpos_ank_p_r,qpos_ank_r_r,qvel_hip_p_l,qvel_hip_r_l,qvel_hip_y_l,qvel_knee_p_l,qvel_ank_p_l,qvel_ank_r_l,qvel_hip_p_r,qvel_hip_r_r,qvel_hip_y_r,qvel_knee_p_r,qvel_ank_p_r,qvel_ank_r_r,tau_hip_p_l,tau_hip_r_l,tau_hip_y_l,tau_knee_p_l,tau_ank_p_l,tau_ank_r_l,tau_hip_p_r,tau_hip_r_r,tau_hip_y_r,tau_knee_p_r,tau_ank_p_r,tau_ank_r_r,action_hip_p_l,action_hip_r_l,action_hip_y_l,action_knee_p_l,action_ank_p_l,action_ank_r_l,action_hip_p_r,action_hip_r_r,action_hip_y_r,action_knee_p_r,action_ank_p_r,action_ank_r_r,cmd_vx,cmd_vy,cmd_vyaw,fall
169,3.5000,-0.2449,-0.0403,0.4046,-1.0168,0.2015,-0.0355,1.7549,-0.0249,0.0203,-0.9808,0.2931,0.0366,1.8043,-0.2717,0.0814,-0.4275,0.0544,-0.3808,0.2380,-0.1699,2.0935,-0.1893,-0.0955,-0.5312,-0.0476,0.6274,0.1126,120.00,17.57,-84.39,-120.00,34.25,18.80,-115.70,-39.14,-85.00,120.00,-17.88,-6.01,4.7688,1.4736,-3.5531,0.1457,3.6525,1.3790,-7.1858,-0.4172,-3.3047,10.7425,-0.8206,-0.0859,0.50,0.00,0.00,0
170,3.5200,-0.2450,-0.0402,0.4044,-1.0282,0.2029,-0.0353,1.7554,-0.0204,0.0296,-0.9922,0.2945,0.0382,1.8031,-0.2778,0.0828,0.1141,0.6548,0.3303,-0.4228,-0.1740,-0.9917,0.2805,0.5996,0.0707,-0.6853,-1.2199,-0.8860,54.78,-26.94,2.18,-84.02,46.13,0.93,-120.00,-23.84,-29.86,31.77,-44.27,-7.02,-0.6791,-0.2880,-0.0258,1.9941,4.4557,0.1630,-8.3288,0.2621,-0.8162,5.2602,-2.9272,-0.3124,0.50,0.00,0.00,0
171,3.5400,-0.2445,-0.0400,0.4066,-1.0247,0.2014,-0.0358,1.7493,-0.0268,0.0209,-0.9876,0.2923,0.0361,1.7975,-0.2700,0.0778,0.2993,-0.0935,-0.0914,-0.1473,-0.5191,0.1630,0.4068,-0.1007,-0.1205,-0.2527,0.3209,0.2331,120.00,23.36,-84.24,-120.00,25.65,19.81,-99.00,-36.23,-79.81,120.00,-10.44,-4.76,4.7645,1.6964,-3.5565,0.2344,2.9426,1.4045,-6.4692,-0.3010,-3.0820,10.5992,-0.2813,0.0244,0.50,0.00,0.00,0
172,3.5600,-0.2446,-0.0401,0.4056,-1.0378,0.2013,-0.0357,1.7520,-0.0186,0.0204,-1.0015,0.2928,0.0361,1.8010,-0.2743,0.0893,-1.2820,-0.1321,0.2912,0.3171,-0.3071,0.0552,-1.5294,-0.0407,0.2785,0.7323,0.2200,0.3691,53.87,-22.48,-3.65,-83.42,41.39,3.45,-120.00,-23.70,-18.52,31.13,-47.23,-10.63,-0.7716,-0.0571,-0.2900,2.0330,3.9977,0.3002,-8.1368,0.2483,-0.6004,5.2837,-2.8319,-0.2655,0.50,0.00,0.00,0
173,3.5800,-0.2446,-0.0401,0.4053,-1.0448,0.2010,-0.0331,1.7518,-0.0136,0.0243,-1.0105,0.2932,0.0395,1.8034,-0.2750,0.0933,0.5045,0.1681,0.1354,-0.2888,0.2688,-0.2203,0.4342,0.1239,0.1738,-0.3119,-0.1592,0.0526,120.00,8.04,-74.69,-120.00,21.35,15.45,-114.33,-34.64,-77.79,120.00,-17.88,-5.00,4.7401,1.1172,-3.0660,0.2936,3.1284,1.2374,-7.1502,-0.2244,-2.9008,9.9573,-0.9316,0.0516,0.50,0.00,0.00,0
174,3.6000,-0.2448,-0.0400,0.4045,-1.0553,0.2031,-0.0270,1.7526,-0.0208,0.0185,-1.0253,0.2951,0.0466,1.8082,-0.2787,0.0864,-1.1994,0.1632,0.2536,0.4830,-0.6777,-0.0336,-1.6323,0.0777,0.5083,0.9528,-0.2011,-1.1621,55.77,-17.07,-15.67,-83.05,24.51,4.21,-120.00,-25.46,-20.97,41.82,-40.07,-5.84,-0.7713,0.1804,-0.6379,2.0124,2.8844,0.3647,-8.1795,0.2122,-0.6102,5.5829,-2.5760,-0.2234,0.50,0.00,0.00,0
175,3.6200,-0.2445,-0.0405,0.4053,-1.0557,0.2009,-0.0271,1.7488,-0.0241,0.0345,-1.0262,0.2933,0.0437,1.8074,-0.2726,0.0827,0.4548,0.0840,0.2337,-0.2231,-0.3153,-0.0146,0.4157,-0.1650,0.1660,-0.1443,-0.5503,0.4916,120.00,17.65,-80.19,-120.00,19.88,18.23,-98.44,-34.73,-75.17,120.00,-5.85,-5.63,4.7366,1.4519,-3.3144,0.4749,2.4943,1.3995,-6.5723,-0.2212,-2.8227,10.0118,-0.2054,0.0533,0.50,0.00,0.00,0
176,3.6400,-0.2448,-0.0401,0.4041,-1.0643,0.2020,-0.0217,1.7513,-0.0199,0.0306,-1.0380,0.2941,0.0487,1.8129,-0.2765,0.0903,-1.1093,-0.0118,0.2712,0.2864,0.6493,1.2804,-1.3270,0.0154,0.2183,0.5774,0.0494,0.2752,62.07,-11.01,-18.08,-76.22,10.88,-8.30,-120.00,-30.78,-13.04,39.83,-36.65,-8.54,-0.5061,0.4110,-0.7689,2.2321,2.3391,0.4330,-7.7476,-0.0298,-0.2990,5.5766,-2.1442,-0.1534,0.50,0.00,0.00,0
177,3.6600,-0.2446,-0.0400,0.4051,-1.0596,0.2033,-0.0178,1.7473,-0.0244,0.0214,-1.0351,0.2954,0.0533,1.8105,-0.2777,0.0926,0.2857,0.0993,0.3173,-0.2512,-0.1258,-0.6615,0.3189,0.1244,0.1758,-0.2115,-0.5071,-0.3024,120.00,7.57,-69.22,-120.00,19.24,19.23,-108.01,-34.09,-71.91,120.00,-12.33,-2.68,4.1866,1.1319,-2.8394,0.5546,2.5010,1.2368,-7.0252,-0.1439,-2.5697,9.1977,-0.6424,0.1330,0.50,0.00,0.00,0
178,3.6800,-0.2446,-0.0405,0.4045,-1.0626,0.2035,-0.0157,1.7474,-0.0159,0.0216,-1.0405,0.2958,0.0548,1.8139,-0.2755,0.0838,0.1354,0.0912,0.4391,-0.3050,3.8311,1.0596,-0.0527,-0.0014,0.3380,-0.0767,0.1777,-0.4255,66.30,-7.87,-25.84,-73.71,17.23,4.28,-120.00,-27.77,-15.54,62.28,-36.13,-6.12,-0.1422,0.5045,-1.0433,2.1860,2.3675,0.4688,-7.7574,0.0715,-0.3604,6.0989,-2.0766,-0.1559,0.50,0.00,0.00,0
179,3.7000,-0.2445,-0.0400,0.4057,-1.0529,0.2040,-0.0105,1.7426,-0.0197,0.0204,-1.0336,0.2954,0.0585,1.8120,-0.2735,0.0799,0.6800,-0.1511,0.1763,-0.2507,-0.3205,-0.1897,0.5647,-0.1145,0.1111,-0.0427,-0.0290,0.0658,120.00,22.09,-79.37,-120.00,1.28,18.80,-93.85,-36.46,-63.46,120.00,-8.14,-6.46,3.2354,1.7158,-3.1904,0.7448,1.2862,1.3625,-6.3920,-0.2698,-2.2870,9.3395,-0.2258,-0.1148,0.50,0.00,0.00,0
180,3.7200,-0.2447,-0.0399,0.4048,-1.0526,0.2053,-0.0083,1.7447,-0.0214,0.0273,-1.0346,0.2958,0.0595,1.8147,-0.2739,0.0832,-0.4540,-0.0443,0.1783,0.2775,-0.1317,-0.4565,-0.5548,0.0069,0.1240,0.3925,-0.0154,0.2412,69.49,-8.84,-26.68,-82.10,0.96,6.82,-111.80,-32.32,-13.46,46.71,-33.74,-9.00,-0.0937,0.5046,-1.1139,2.0260,1.3469,0.4645,-7.2762,-0.0978,-0.3221,5.7351,-1.9501,-0.2174,0.50,0.00,0.00,0
181,3.7400,-0.2447,-0.0399,0.4051,-1.0457,0.2059,-0.0078,1.7440,-0.0157,0.0233,-1.0279,0.2964,0.0609,1.8135,-0.2770,0.0839,0.8938,0.1434,-0.0952,-0.1413,-0.4695,-0.4980,0.9696,0.1991,-0.0458,-0.2811,-0.2294,-0.2356,120.00,17.94,-78.06,-120.00,9.38,18.99,-96.30,-32.94,-67.17,120.00,-5.15,-3.55,3.5432,1.5378,-3.1353,0.5981,1.9345,1.2976,-6.4374,-0.1742,-2.4391,9.5416,-0.1126,0.0540,0.50,0.00,0.00,0
182,3.7600,-0.2447,-0.0402,0.4046,-1.0444,0.2048,-0.0108,1.7459,-0.0226,0.0273,-1.0252,0.2959,0.0581,1.8146,-0.2737,0.0810,-0.3701,0.1169,-0.0181,0.3915,-0.3967,-0.6151,-0.3819,0.0413,-0.0834,0.2552,0.3164,-0.0606,52.87,-8.53,-20.21,-79.80,-2.21,4.47,-101.91,-31.89,-15.31,32.72,-29.05,-7.80,-0.7201,0.4769,-0.8639,2.0815,1.1501,0.3337,-6.8313,-0.0943,-0.3983,5.3550,-1.5706,-0.2104,0.50,0.00,0.00,0
183,3.7800,-0.2446,-0.0399,0.4053,-1.0339,0.2044,-0.0131,1.7448,-0.0229,0.0223,-1.0126,0.2952,0.0560,1.8112,-0.2732,0.0838,1.0998,0.1525,-0.2120,-0.1161,-0.4798,1.4112,1.2716,0.0858,-0.1370,-0.4605,-0.0428,0.1304,120.00,17.67,-76.08,-120.00,8.95,16.24,-85.84,-31.85,-63.78,120.00,-6.59,-5.04,3.1082,1.5087,-3.1123,0.5656,1.8732,1.1208,-5.9109,-0.1077,-2.3345,9.3798,-0.1337,0.0287,0.50,0.00,0.00,0
184,3.8000,-0.2445,-0.0403,0.4049,-1.0271,0.2020,-0.0185,1.7470,-0.0200,0.0213,-1.0031,0.2950,0.0528,1.8114,-0.2788,0.0816,-0.0219,-0.2410,0.0482,0.3143,0.0398,-0.5916,-0.1595,-0.2031,-0.0435,0.5876,-0.4842,-0.2529,62.65,-7.93,-29.86,-76.90,1.17,5.25,-99.92,-35.47,-13.93,48.48,-19.69,-6.08,-0.1976,0.5562,-1.2453,2.1721,1.4598,0.3267,-6.6009,-0.2178,-0.3646,5.7602,-1.2241,-0.1452,0.50,0.00,0.00,0
185,3.8200,-0.2445,-0.0401,0.4055,-1.0116,0.2020,-0.0193,1.7459,-0.0194,0.0277,-0.9864,0.2938,0.0505,1.8093,-0.2735,0.0823,1.2715,-0.0414,-0.0407,-0.3487,-0.2152,-0.5983,1.3963,-0.0645,-0.0201,-0.4708,0.6184,0.2510,120.00,17.60,-77.46,-120.00,5.84,16.01,-100.12,-34.41,-59.24,120.00,-12.51,-5.39,2.8853,1.5287,-3.1833,0.4980,1.6195,1.0791,-6.3393,-0.1987,-2.1780,9.0607,-0.3977,0.0180,0.50,0.00,0.00,0
186,3.8400,-0.2445,-0.0400,0.4053,-1.0002,0.2028,-0.0212,1.7475,-0.0208,0.0229,-0.9738,0.2942,0.0490,1.8085,-0.2803,0.0833,0.0008,0.0097,-0.1876,0.2657,-0.1600,-0.7014,0.0844,0.0280,-0.1864,0.2647,-0.0649,0.0323,61.05,-3.64,-30.46,-79.28,-5.08,5.97,-103.84,-35.91,-14.87,46.65,-21.37,-7.45,-0.1229,0.6745,-1.3091,2.1205,0.8941,0.3827,-6.6130,-0.2630,-0.4113,5.7111,-1.1672,-0.1575,0.50,0.00,0.00,0
187,3.8600,-0.2445,-0.0400,0.4055,-0.9871,0.2013,-0.0242,1.7473,-0.0217,0.0215,-0.9591,0.2936,0.0472,1.8070,-0.2781,0.0835,1.1859,-0.0229,0.0278,-0.3690,-0.1171,-0.7603,1.2917,-0.0472,0.0377,-0.4407,0.1794,-0.0045,120.00,20.00,-82.08,-120.00,9.38,19.51,-109.95,-33.15,-65.91,120.00,-8.02,-4.42,3.6488,1.6125,-3.3849,0.3014,1.8925,1.1778,-6.6245,-0.1481,-2.4427,9.8600,-0.2135,0.0383,0.50,0.00,0.00,0
188,3.8800,-0.2447,-0.0400,0.4049,-0.9827,0.2026,-0.0259,1.7502,-0.0196,0.0213,-0.9533,0.2941,0.0452,1.8070,-0.2740,0.0833,-0.4656,-0.0409,-0.0614,0.3661,-0.1398,-0.4744,-0.4506,-0.0498,-0.1101,0.3436,0.2204,-0.0078,46.69,-6.37,-18.83,-78.80,0.03,4.23,-108.42,-36.02,-13.03,25.12,-26.18,-7.33,-0.7149,0.5666,-0.8773,2.1452,1.2825,0.2947,-6.7922,-0.2666,-0.3668,5.1250,-1.4016,-0.1562,0.50,0.00,0.00,0
189,3.9000,-0.2444,-0.0406,0.4054,-0.9745,0.1993,-0.0327,1.7493,-0.0150,0.0249,-0.9418,0.2936,0.0407,1.8048,-0.2768,0.0818,-0.0360,-1.2347,-2.2863,-0.3351,3.8495,1.6508,0.7381,0.1023,-1.3415,-0.5450,0.3157,0.1119,120.00,19.73,-76.43,-120.00,19.62,17.35,-105.95,-32.82,-68.63,120.00,-8.88,-4.91,3.9448,1.5540,-3.1848,0.4316,2.5256,1.1952,-6.4586,-0.1679,-2.5832,10.1500,-0.3247,-0.0201,0.50,0.00,0.00,0
190,3.9200,-0.2447,-0.0403,0.4044,-0.9688,0.2011,-0.0287,1.7517,-0.0198,0.0185,-0.9384,0.2935,0.0426,1.8083,-0.2741,0.0819,-0.0895,0.2149,0.1984,0.2633,-0.3434,-0.0094,-0.2844,0.0289,0.0759,0.3507,-0.0302,0.0875,71.56,-34.68,-5.25,-94.87,30.55,1.59,-120.00,-22.26,-43.12,40.74,-39.73,-13.00,0.3787,-0.5953,-0.2809,1.6962,3.3206,0.1945,-8.0204,0.2677,-1.5446,5.5692,-2.3607,-0.5237,0.50,0.00,0.00,0
191,3.9400,-0.2444,-0.0400,0.4057,-0.9512,0.2008,-0.0272,1.7479,-0.0193,0.0197,-0.9206,0.2930,0.0444,1.8047,-0.2734,0.0826,1.0569,-0.0926,0.0633,-0.0323,-0.0952,-0.4024,0.9681,-0.0978,-0.0663,-0.0359,0.0087,0.0104,120.00,23.44,-75.14,-120.00,16.98,20.04,-103.96,-39.48,-69.50,120.00,-16.31,-8.36,3.2695,1.7535,-3.1381,0.2316,2.6530,1.1152,-6.2885,-0.3946,-2.6273,10.2458,-0.7333,-0.2490,0.50,0.00,0.00,0
192,3.9600,-0.2446,-0.0401,0.4043,-0.9488,0.2016,-0.0273,1.7524,-0.0171,0.0239,-0.9189,0.2934,0.0434,1.8097,-0.2776,0.0857,-0.4585,0.0534,0.0838,0.4997,-0.2624,-1.0613,-0.5907,0.0236,0.0183,0.5596,0.0110,0.1211,56.16,-17.34,-16.50,-92.46,29.68,4.52,-120.00,-31.52,-22.59,28.56,-36.46,-9.56,-0.2160,0.1123,-0.7756,1.7875,3.3035,0.1927,-7.2902,-0.0858,-0.7426,5.2592,-2.1460,-0.2695,0.50,0.00,0.00,0
193,3.9800,-0.2444,-0.0401,0.4057,-0.9310,0.2004,-0.0277,1.7475,-0.0114,0.0202,-0.9006,0.2933,0.0446,1.8048,-0.2745,0.0868,0.4836,0.0311,-0.4203,0.1741,-0.3844,-0.4026,0.7702,-0.0068,-0.3828,-0.2351,0.3359,-0.0362,120.00,28.35,-99.52,-120.00,31.93,23.27,-120.00,-40.99,-84.86,120.00,-12.77,-6.38,5.4297,1.9362,-4.1512,-0.2016,3.4452,1.5382,-7.1084,-0.4586,-3.2681,11.8804,-0.4792,-0.0845,0.50,0.00,0.00,0
194,4.0000,-0.2446,-0.0401,0.4047,-0.9375,0.1997,-0.0358,1.7535,-0.0187,0.0195,-0.9020,0.2923,0.0373,1.8047,-0.2755,0.0814,0.0862,0.0176,-0.4316,-0.0803,-0.4383,-0.1314,0.3913,-0.0523,-0.3847,-0.4293,0.0522,-0.2680,21.03,-17.63,1.31,-86.80,37.01,-1.03,-120.00,-26.09,-21.49,-16.94,-42.99,-8.73,-1.4556,0.0519,-0.1032,1.8631,3.7346,0.0163,-8.4598,0.0864,-0.7366,3.9415,-2.5623,-0.3128,0.50,0.00,0.00,0
195,4.0200,-0.2444,-0.0403,0.4050,-0.9413,0.1983,-0.0460,1.7562,-0.0174,0.0178,-0.8987,0.2907,0.0272,1.7997,-0.2738,0.0814,-0.3081,0.0660,-0.6341,0.3856,0.0453,-0.7575,0.0880,-0.0495,-0.6118,-0.1853,0.2153,0.2158,120.00,4.71,-79.12,-120.00,21.28,20.14,-117.15,-32.54,-82.16,120.00,-18.10,-5.21,5.3469,0.9422,-3.4299,-0.1310,2.9871,1.0473,-6.8748,-0.1605,-3.2563,11.1647,-0.8600,0.0190,0.50,0.00,0.00,0
196,4.0400,-0.2446,-0.0403,0.4049,-0.9424,0.1970,-0.0455,1.7555,-0.0127,0.0173,-0.9011,0.2905,0.0282,1.8002,-0.2744,0.0870,-0.0273,0.2435,0.4320,-0.0948,-0.4095,-0.0099,-0.3643,0.1735,0.3724,0.1711,0.1709,0.1589,64.19,-36.55,-2.95,-86.40,50.00,-0.02,-120.00,-22.67,-32.75,52.19,-47.18,-10.25,0.2126,-0.6524,-0.2254,1.8884,4.6847,0.0896,-8.5614,0.2686,-1.1352,5.8030,-2.8111,-0.3026,0.50,0.00,0.00,0
197,4.0600,-0.2445,-0.0403,0.4047,-0.9437,0.1973,-0.0419,1.7547,-0.0162,0.0191,-0.9045,0.2904,0.0315,1.8028,-0.2778,0.0788,0.0398,0.0974,0.0108,0.0356,0.7667,-2.4353,0.0513,0.0302,-0.0490,-0.0769,0.2183,-0.2839,120.00,17.69,-85.02,-120.00,36.36,16.98,-120.00,-41.80,-89.73,120.00,-21.19,-6.00,4.4928,1.4964,-3.5653,-0.0011,3.7272,1.3223,-7.6031,-0.5165,-3.4682,10.6308,-1.0925,-0.1457,0.50,0.00,0.00,0
198,4.0800,-0.2446,-0.0401,0.4044,-0.9504,0.1993,-0.0372,1.7546,-0.0024,0.0212,-0.9142,0.2908,0.0336,1.8049,-0.2754,0.0808,-0.7293,-0.1050,0.4334,0.1152,0.5273,-0.5545,-0.9679,-0.0634,0.3580,0.3995,0.1916,0.4518,44.30,-16.61,-7.69,-86.87,33.47,4.53,-120.00,-32.31,-17.13,34.57,-50.00,-11.51,-0.7271,0.1434,-0.4234,1.8889,4.0636,0.3052,-8.8219,-0.1237,-0.5195,5.3881,-3.1102,-0.3566,0.50,0.00,0.00,0
199,4.1000,-0.2444,-0.0402,0.4047,-0.9540,0.1987,-0.0374,1.7536,-0.0097,0.0210,-0.9174,0.2914,0.0353,1.8046,-0.2773,0.0822,-0.3904,-0.1533,-0.2025,0.1198,-0.3440,0.0248,-0.2062,-0.0937,-0.1947,0.0315,0.0025,-0.1156,120.00,15.67,-85.35,-120.00,32.34,20.96,-116.50,-37.16,-85.96,120.00,-13.84,-6.85,5.3619,1.4283,-3.6150,0.1360,3.4213,1.4208,-6.9441,-0.3190,-3.3427,11.5581,-0.6343,-0.1498,0.50,0.00,0.00,0
200,4.1200,-0.2445,-0.0401,0.4045,-0.9606,0.1992,-0.0363,1.7540,-0.0070,0.0220,-0.9248,0.2913,0.0349,1.8050,-0.2751,0.0818,-0.6291,-0.1482,0.3864,0.0683,5.2018,0.4402,-0.9262,-0.1540,-0.0411,0.2950,-0.3031,0.3096,55.75,-28.77,-3.06,-91.10,50.00,3.73,-120.00,-24.90,-31.81,34.45,-50.00,-10.22,-0.2864,-0.3123,-0.2570,1.7968,4.6780,0.3156,-9.8635,0.1916,-1.1273,5.3458,-3.5004,-0.3570,0.50,0.00,0.00,0
201,4.1400,-0.2445,-0.0401,0.4054,-0.9566,0.1993,-0.0278,1.7473,-0.0099,0.0247,-0.9264,0.2928,0.0449,1.8051,-0.2759,0.0831,0.1253,0.2250,0.4483,-0.2545,-0.2084,-0.5863,-0.1312,0.3121,0.4743,0.0708,-0.3255,-0.1980,120.00,-2.94,-66.62,-120.00,13.90,16.12,-120.00,-37.47,-73.99,120.00,-28.32,-10.13,4.0793,0.6826,-2.6823,0.5540,2.2058,1.0675,-7.5292,-0.3251,-2.6666,9.9096,-1.6699,-0.3823,0.50,0.00,0.00,0
202,4.1600,-0.2446,-0.0401,0.4046,-0.9606,0.2013,-0.0174,1.7462,-0.0154,0.0201,-0.9377,0.2932,0.0519,1.8125,-0.2762,0.0832,0.1563,0.3997,0.6062,-0.4306,-0.2631,0.1342,-0.1984,0.0499,0.4438,-0.1600,-0.2097,0.3412,68.01,-18.59,-25.40,-88.56,30.74,5.82,-120.00,-30.17,-31.62,85.85,-49.87,-12.13,0.3470,0.0550,-0.9856,1.7707,3.3119,0.5066,-9.1579,-0.0522,-1.0190,6.7215,-3.0915,-0.4064,0.50,0.00,0.00,0
203,4.1800,-0.2445,-0.0401,0.4044,-0.9644,0.2013,-0.0162,1.7468,-0.0114,0.0299,-0.9422,0.2937,0.0537,1.8146,-0.2809,0.0818,0.0719,-0.1561,-0.1322,-0.1387,2.4067,4.6571,0.1717,-0.2180,-0.2257,-0.0241,-0.1622,-0.1045,120.00,22.38,-87.68,-120.00,20.32,22.92,-120.00,-41.44,-83.78,120.00,-17.77,-9.52,4.1307,1.6887,-3.6123,0.3491,2.6293,1.5274,-7.5047,-0.4933,-3.1814,10.8833,-0.9795,-0.3350,0.50,0.00,0.00,0
204,4.2000,-0.2445,-0.0405,0.4045,-0.9747,0.1983,-0.0229,1.7471,-0.0150,0.0174,-0.9492,0.2929,0.0489,1.8124,-0.2793,0.0805,-1.2656,-1.5369,-1.9230,-0.4877,-0.7796,-1.4117,-0.6658,-0.1946,-0.9076,-0.4657,0.3125,0.0427,43.06,-19.65,-8.19,-97.79,17.46,6.23,-120.00,-27.76,-35.26,37.73,-50.00,-11.32,-0.8031,0.0346,-0.4086,1.5791,2.4282,0.3443,-9.5835,0.0683,-1.2169,5.4327,-3.2006,-0.4399,0.50,0.00,0.00,0
205,4.2200,-0.2444,-0.0403,0.4047,-0.9807,0.2001,-0.0204,1.7471,-0.0112,0.0190,-0.9564,0.2930,0.0500,1.8114,-0.2772,0.0825,-0.2439,-0.1526,0.1784,-0.0432,-0.3436,0.1239,-0.5900,-0.0210,0.4517,-0.2077,-1.6367,-0.0449,120.00,-31.58,-49.20,-120.00,19.01,5.76,-120.00,-24.91,-76.20,120.00,-31.46,-9.70,3.7761,-0.4629,-2.0236,0.4599,2.5272,0.4933,-7.3785,0.1719,-2.8282,9.7275,-1.7642,-0.2742,0.50,0.00,0.00,0
206,4.2400,-0.2444,-0.0401,0.4044,-0.9858,0.2007,-0.0149,1.7463,-0.0118,0.0295,-0.9647,0.2932,0.0543,1.8156,-0.2883,0.0831,-0.1887,-0.1091,0.4802,-0.2797,-0.0059,-0.7390,-0.4392,-0.0725,0.4090,0.1340,-0.1449,0.0139,72.90,-33.07,-16.93,-89.78,17.77,4.02,-120.00,-30.75,-34.01,80.54,-43.03,-10.19,0.3860,-0.4842,-0.7025,1.7804,2.4783,0.3393,-8.5615,-0.0349,-1.1153,6.6171,-2.6650,-0.3425,0.50,0.00,0.00,0
207,4.2600,-0.2443,-0.0403,0.4047,-0.9876,0.2000,-0.0134,1.7443,-0.0134,0.0196,-0.9684,0.2937,0.0566,1.8162,-0.2862,0.0832,0.4720,-0.0135,0.0154,-0.2001,-0.0783,-0.1547,0.2597,0.1445,0.2325,-0.1698,0.2749,-0.0202,120.00,-0.19,-78.28,-120.00,2.88,12.77,-120.00,-41.00,-76.94,120.00,-24.40,-9.08,3.2533,0.9333,-2.9856,0.3560,2.1016,1.1510,-7.7094,-0.4742,-2.8072,9.3343,-1.3287,-0.2755,0.50,0.00,0.00,0
208,4.2800,-0.2444,-0.0400,0.4046,-0.9906,0.2013,-0.0076,1.7430,-0.0081,0.0204,-0.9745,0.2940,0.0610,1.8179,-0.2804,0.0828,-0.2793,0.1733,0.2549,0.0098,-0.4932,0.0283,-0.4376,0.1023,0.1936,0.0551,0.2574,-0.0212,63.30,-20.34,-21.98,-85.31,7.44,4.42,-120.00,-31.34,-25.64,69.41,-40.79,-9.25,-0.0510,0.0035,-0.8731,1.8767,1.8060,0.3852,-7.9400,-0.0736,-0.7524,6.3170,-2.3904,-0.2896,0.50,0.00,0.00,0
209,4.3000,-0.2445,-0.0400,0.4045,-0.9949,0.2027,-0.0077,1.7438,-0.0058,0.0271,-0.9784,0.2944,0.0605,1.8175,-0.2757,0.0828,-0.2501,0.2173,-0.2516,0.2970,0.9749,0.5896,-0.1337,0.1166,-0.2759,0.0006,0.2724,0.0491,120.00,5.56,-75.32,-120.00,3.65,10.91,-120.00,-35.89,-70.43,120.00,-18.23,-7.55,3.9494,1.0256,-3.0585,0.6600,2.3526,1.3067,-7.4730,-0.2673,-2.5942,9.9833,-0.8704,-0.1665,0.50,0.00,0.00,0
210,4.3200,-0.2443,-0.0400,0.4044,-0.9998,0.2012,-0.0087,1.7444,-0.0110,0.0199,-0.9827,0.2939,0.0599,1.8190,-0.2911,0.0803,-0.1624,-0.0366,0.1213,-0.0586,-0.6133,-0.0093,-0.2427,-0.0405,0.0791,0.2074,-0.2409,-0.0689,66.60,-30.80,-11.42,-91.43,11.25,3.61,-120.00,-24.34,-32.01,56.08,-41.19,-9.88,-0.0263,-0.4753,-0.5016,1.7503,2.0321,0.3214,-8.5129,0.1764,-1.0514,6.0211,-2.5868,-0.3541,0.50,0.00,0.00,0
211,4.3400,-0.2442,-0.0405,0.4046,-1.0027,0.2007,-0.0076,1.7425,-0.0094,0.0291,-0.9874,0.2945,0.0613,1.8196,-0.2875,0.0793,0.1804,0.1380,0.2551,-0.0382,0.2729,1.1643,0.0244,0.0889,0.2105,-0.0162,0.2909,-0.0585,120.00,-4.22,-64.98,-119.67,0.57,3.16,-116.36,-33.83,-61.09,120.00,-23.90,-9.00,3.2798,0.6425,-2.5803,0.9511,1.7771,1.0513,-7.2078,-0.1785,-2.1614,9.1454,-1.2862,-0.2943,0.50,0.00,0.00,0
212,4.3600,-0.2443,-0.0403,0.4044,-1.0040,0.2024,-0.0021,1.7414,-0.0136,0.0189,-0.9919,0.2952,0.0654,1.8211,-0.2805,0.0795,-0.2518,0.1535,0.3146,0.1124,-0.5126,-0.0674,-0.4626,0.0700,0.2150,0.2101,0.3940,0.0699,84.04,-25.61,-25.94,-87.53,17.01,5.50,-120.00,-27.14,-30.79,83.85,-40.50,-9.44,0.7132,-0.2061,-1.0013,1.8215,2.4287,0.3930,-7.8505,0.0980,-0.9373,6.7357,-2.3453,-0.3000,0.50,0.00,0.00,0
213,4.3800,-0.2444,-0.0401,0.4043,-1.0042,0.2025,-0.0018,1.7419,-0.0106,0.0303,-0.9919,0.2947,0.0650,1.8213,-0.2742,0.0831,-0.1815,-0.0300,-0.0903,0.3056,-0.4559,-0.4664,-0.1003,-0.0169,-0.0860,0.1258,0.1470,0.2964,120.00,13.67,-74.31,-120.00,12.11,19.48,-119.99,-39.58,-68.27,120.00,-20.50,-10.05,3.0909,1.3565,-3.0035,0.7092,2.1343,1.3205,-7.3912,-0.4210,-2.4967,9.3662,-1.0328,-0.2795,0.50,0.00,0.00,0
214,4.4000,-0.2444,-0.0402,0.4045,-1.0059,0.2002,-0.0058,1.7416,-0.0122,0.0261,-0.9917,0.2947,0.0642,1.8194,-0.2812,0.0830,-0.3958,-1.1579,-1.4045,-0.2157,-1.1829,-1.5834,-0.1667,-0.0824,-0.3688,-0.1295,-0.2669,-0.1003,66.56,-24.12,-17.94,-87.26,11.92,-0.28,-120.00,-26.33,-27.00,60.05,-38.75,-9.04,0.0497,-0.1714,-0.7155,1.8236,2.2699,0.3221,-7.6640,0.1119,-0.8143,6.0759,-2.3754,-0.2925,0.50,0.00,0.00,0
