step,time,x,y,z,qpos_hip_p_l,qpos_hip_r_l,qpos_hip_y_l,qpos_knee_p_l,qpos_ank_p_l,qpos_ank_r_l,qpos_hip_p_r,qpos_hip_r_r,qpos_hip_y_r,qpos_knee_p_r,qpos_ank_p_r,qpos_ank_r_r,qvel_hip_p_l,qvel_hip_r_l,qvel_hip_y_l,qvel_knee_p_l,qvel_ank_p_l,qvel_ank_r_l,qvel_hip_p_r,qvel_hip_r_r,qvel_hip_y_r,qvel_knee_p_r,qvel_ank_p_r,qvel_ank_r_r,tau_hip_p_l,tau_hip_r_l,tau_hip_y_l,tau_knee_p_l,tau_ank_p_l,tau_ank_r_l,tau_hip_p_r,tau_hip_r_r,tau_hip_y_r,tau_knee_p_r,tau_ank_p_r,tau_ank_r_r,action_hip_p_l,action_hip_r_l,action_hip_y_l,action_knee_p_l,action_ank_p_l,action_ank_r_l,action_hip_p_r,action_hip_r_r,action_hip_y_r,action_knee_p_r,action_ank_p_r,action_ank_r_r,cmd_vx,cmd_vy,cmd_vyaw,fall
380,1.1800,0.2708,0.0018,0.5212,-1.1480,0.0209,0.0022,1.6168,-0.4973,0.1215,-0.8760,0.0815,0.0442,1.5461,-0.6128,0.0652,0.8354,-0.3918,0.0516,-0.0285,0.6764,0.8223,1.1816,-0.2749,0.0052,-0.4959,0.2100,-0.1222,25.37,2.60,-13.74,-42.73,-16.77,-9.83,-33.17,-7.13,2.65,-36.79,-4.67,-4.83,-2.0444,0.1300,-0.5339,2.5186,-1.5791,0.0520,-3.2496,0.0004,0.2803,2.3436,-1.3207,-0.0843,0.50,0.00,0.00,0
381,1.2000,0.2771,0.0081,0.5215,-1.1346,0.0124,0.0052,1.6169,-0.4853,0.1337,-0.8711,0.0710,0.0369,1.5512,-0.5826,0.0639,0.6004,-0.3660,0.2064,-0.0036,0.5047,0.5420,-0.2997,-0.4719,-0.4336,0.7805,1.1158,0.0662,35.83,7.84,-33.20,-66.14,-23.01,-7.06,-40.62,-5.94,-5.55,-5.28,16.90,-1.90,-1.6133,0.3037,-1.2766,1.9044,-1.9734,0.1707,-3.7399,-0.0303,-0.1399,3.3486,0.4225,0.1379,0.50,0.00,0.00,0
382,1.2200,0.2820,0.0138,0.5215,-1.1271,0.0038,0.0079,1.6187,-0.4816,0.1436,-0.9084,0.0575,0.0220,1.6084,-0.5301,0.0688,0.3545,-0.3975,0.0393,0.0990,0.0130,0.3962,-2.4644,-0.5785,-0.9283,3.0383,2.8109,0.1434,50.26,11.53,-56.01,-78.37,-27.32,-3.88,-51.47,-6.71,-10.69,22.62,26.47,1.55,-1.0458,0.4138,-2.2001,1.5983,-2.3396,0.3955,-4.6531,-0.1320,-0.4777,4.6241,1.5897,0.4057,0.50,0.00,0.00,0
383,1.2400,0.2861,0.0186,0.5220,-1.1228,-0.0027,0.0074,1.6206,-0.4833,0.1499,-0.9639,0.0520,0.0121,1.6569,-0.5324,0.0654,0.1449,-0.3086,-0.0841,0.0799,-0.1381,0.2806,-3.0379,-0.2149,-0.3630,1.9989,-0.1096,-0.1641,30.65,12.95,-52.92,-73.74,-23.65,-4.23,-35.49,-9.80,2.05,14.39,-2.22,-1.81,-1.8423,0.4600,-2.0980,1.7269,-2.1352,0.3728,-4.3291,-0.2164,0.0729,4.4720,-0.8980,0.1091,0.50,0.00,0.00,0
384,1.2600,0.2901,0.0234,0.5232,-1.1151,-0.0141,0.0054,1.6169,-0.4742,0.1532,-1.0184,0.0446,0.0103,1.6761,-0.5419,0.0626,0.5925,-0.7611,-0.1120,-0.3778,0.5916,0.6866,-2.5742,-0.4746,0.0581,0.5296,-0.4728,-0.1382,19.38,9.33,-37.00,-70.98,-21.81,-8.32,-16.99,-10.17,5.12,4.99,-5.23,-1.53,-2.2099,0.2111,-1.4740,1.7392,-1.8184,0.0682,-3.7484,-0.2982,0.2510,4.1112,-1.2077,0.1220,0.50,0.00,0.00,0
385,1.2800,0.2948,0.0280,0.5246,-1.1027,-0.0259,0.0038,1.6140,-0.4766,0.1595,-1.0621,0.0367,0.0130,1.6740,-0.5528,0.0588,0.6968,-0.5041,-0.0512,-0.0585,-0.5152,0.4090,-1.9453,-0.3825,0.1624,-0.3249,-0.5336,-0.1841,10.03,12.64,-28.93,-65.93,-21.43,-11.07,-6.62,-7.70,4.24,0.55,-5.47,-1.91,-2.5106,0.3244,-1.1504,1.8924,-2.0145,-0.0717,-3.4167,-0.2194,0.2457,3.8727,-1.2795,0.0722,0.50,0.00,0.00,0
386,1.3000,0.3000,0.0321,0.5260,-1.0908,-0.0322,0.0033,1.6174,-0.4985,0.1594,-1.0926,0.0300,0.0123,1.6544,-0.5625,0.0523,0.5526,-0.1949,0.0253,0.2757,-1.3225,-0.1670,-1.2839,-0.2968,-0.0972,-1.1519,-0.4775,-0.3033,-4.13,9.44,-18.08,-68.17,-19.82,-12.96,1.91,-2.79,-1.33,-5.30,-4.67,-3.01,-3.0440,0.2157,-0.7083,1.8845,-2.1657,-0.2547,-3.0963,-0.0382,-0.0179,3.5321,-1.2535,-0.0502,0.50,0.00,0.00,0
387,1.3200,0.3055,0.0357,0.5271,-1.0788,-0.0356,0.0039,1.6215,-0.5231,0.1640,-1.1146,0.0260,0.0099,1.6352,-0.5682,0.0463,0.6174,-0.1588,0.0338,0.1690,-1.0752,0.2907,-0.9296,-0.1379,-0.1426,-0.8348,-0.2721,-0.2863,-5.53,8.81,-22.24,-73.50,-19.49,-13.23,1.88,-0.63,-1.89,-0.65,-2.54,-2.84,-3.0431,0.1854,-0.8689,1.7480,-2.2059,-0.1690,-3.1308,0.0563,-0.0571,3.6158,-1.0945,-0.0597,0.50,0.00,0.00,0
388,1.3400,0.3113,0.0391,0.5284,-1.0629,-0.0353,0.0072,1.6201,-0.5377,0.1774,-1.1277,0.0232,0.0075,1.6206,-0.5722,0.0406,0.8811,0.1363,0.2429,-0.1867,-0.5057,0.6762,-0.4431,-0.1425,-0.1059,-0.6430,-0.1920,-0.2732,-4.67,12.21,-24.38,-83.15,-22.09,-15.27,0.82,-2.81,-0.33,1.16,-1.75,-2.74,-2.9065,0.3645,-0.9115,1.4418,-2.3275,-0.1739,-3.1523,-0.0415,0.0003,3.6304,-1.0425,-0.0734,0.50,0.00,0.00,0
389,1.3600,0.3175,0.0423,0.5300,-1.0451,-0.0297,0.0142,1.6169,-0.5505,0.1835,-1.1317,0.0205,0.0065,1.6103,-0.5742,0.0356,0.9004,0.3679,0.4172,-0.1722,-0.7260,0.2055,-0.0094,-0.1439,-0.0275,-0.4372,-0.0936,-0.2413,-7.35,11.83,-23.93,-83.51,-22.80,-14.81,1.18,-2.75,0.44,2.91,-0.76,-2.43,-2.9381,0.4070,-0.8394,1.4203,-2.4576,-0.2181,-3.0872,-0.0497,0.0390,3.6620,-0.9654,-0.0661,0.50,0.00,0.00,0
390,1.3800,0.3240,0.0454,0.5318,-1.0268,-0.0200,0.0243,1.6137,-0.5643,0.1800,-1.1261,0.0175,0.0075,1.5990,-0.5775,0.0309,0.9189,0.5467,0.5657,-0.1603,-0.6761,-0.2986,0.4541,-0.1726,0.0831,-0.5617,-0.1565,-0.2287,-5.67,10.58,-22.86,-75.64,-20.49,-13.88,-0.78,-3.54,1.96,0.20,-1.46,-2.32,-2.7937,0.4253,-0.7327,1.6179,-2.3537,-0.2600,-3.0714,-0.0968,0.1204,3.5296,-1.0376,-0.0753,0.50,0.00,0.00,0
391,1.4000,0.3309,0.0484,0.5335,-1.0072,-0.0081,0.0372,1.6096,-0.5757,0.1732,-1.1123,0.0132,0.0102,1.5859,-0.5817,0.0265,0.9931,0.6033,0.6930,-0.2197,-0.5134,-0.3531,0.8162,-0.2497,0.1602,-0.6360,-0.2036,-0.2092,-3.49,9.73,-23.00,-71.96,-19.45,-13.23,-3.62,-4.07,2.50,-1.43,-2.02,-2.12,-2.6170,0.4490,-0.6668,1.6921,-2.3000,-0.2565,-3.0730,-0.1468,0.1644,3.4241,-1.1012,-0.0754,0.50,0.00,0.00,0
392,1.4200,0.3382,0.0514,0.5350,-0.9862,0.0044,0.0523,1.6049,-0.5834,0.1639,-1.0909,0.0076,0.0145,1.5683,-0.5869,0.0225,1.0559,0.6052,0.7852,-0.2285,-0.3382,-0.4831,1.1776,-0.3133,0.2448,-0.8960,-0.2472,-0.1953,-2.06,9.25,-22.89,-67.46,-18.41,-12.47,-5.42,-4.73,3.39,-4.79,-2.52,-1.98,-2.4656,0.4812,-0.5879,1.7912,-2.2270,-0.2692,-3.0032,-0.2052,0.2304,3.2316,-1.1635,-0.0799,0.50,0.00,0.00,0
393,1.4400,0.3458,0.0545,0.5360,-0.9645,0.0154,0.0685,1.6007,-0.5851,0.1486,-1.0621,0.0010,0.0207,1.5418,-0.5929,0.0195,1.0688,0.4736,0.8282,-0.1707,-0.0094,-0.7714,1.5062,-0.3633,0.3371,-1.3739,-0.2922,-0.1468,-0.64,7.27,-20.53,-59.21,-16.38,-10.99,-7.07,-4.50,3.87,-10.46,-3.03,-1.48,-2.3195,0.4276,-0.4217,2.0008,-2.0352,-0.2896,-2.9024,-0.2303,0.2881,2.9137,-1.2306,-0.0493,0.50,0.00,0.00,0
394,1.4600,0.3535,0.0576,0.5355,-0.9463,0.0227,0.0830,1.6007,-0.5706,0.1168,-1.0277,-0.0044,0.0281,1.5023,-0.6008,0.0180,0.6788,-0.1159,0.5859,0.4034,-0.6734,-0.8824,1.7004,-0.3166,0.3873,-2.0384,-0.3837,-0.0741,-1.29,5.29,-14.30,-36.89,-5.35,-8.36,-5.53,-1.93,3.50,-17.86,-3.96,-0.74,-2.3215,0.3189,-0.1395,2.6501,-1.2450,-0.2997,-2.6693,-0.1391,0.3092,2.4745,-1.3418,0.0083,0.50,0.00,0.00,0
395,1.4800,0.3605,0.0605,0.5330,-0.9436,0.0168,0.0911,1.6222,-0.5809,0.1012,-0.9916,-0.0059,0.0368,1.4524,-0.6126,0.0165,-0.2016,-0.4156,0.2759,1.4593,-0.2847,-0.6899,1.6708,0.0342,0.4919,-2.2768,-0.2629,0.2205,2.70,6.30,-7.80,-22.60,24.09,-7.89,-3.15,3.63,1.59,-21.19,-6.06,-0.95,-2.2872,0.2592,0.0972,3.2605,0.6212,-0.2603,-2.4197,0.1208,0.2733,2.1232,-1.5735,-0.0202,0.50,0.00,0.00,0
396,1.5000,0.3669,0.0622,0.5289,-0.9758,0.0181,0.0943,1.6922,-0.5163,0.1166,-0.9809,0.0008,0.0451,1.4527,-0.6025,0.0338,-2.2991,0.4148,0.0121,4.5982,5.4642,1.0317,0.1766,0.5078,0.2387,1.2113,0.5820,0.8271,18.41,7.56,-2.91,-11.37,45.11,-13.97,4.61,4.00,-1.20,-45.45,-14.16,-6.23,-2.1050,0.4265,0.2687,4.2236,3.3166,-0.2533,-2.3206,0.2359,0.1770,1.9405,-1.8309,-0.1096,0.50,0.00,0.00,0
397,1.5200,0.3731,0.0629,0.5264,-1.0396,0.0200,0.0820,1.7969,-0.3581,0.1317,-0.9767,0.0117,0.0444,1.4794,-0.6028,0.0407,-3.5675,-0.0921,-0.9065,5.2890,9.3925,0.3370,0.6689,0.5804,-0.1818,0.7229,-0.3207,0.1038,17.89,3.02,-5.07,-35.35,39.06,-14.15,-9.93,6.14,-4.26,-35.39,-13.34,-5.33,-2.5806,0.1921,-0.0083,4.1157,4.3307,-0.3246,-2.8209,0.3794,-0.0183,2.2856,-1.9561,-0.1682,0.50,0.00,0.00,0
398,1.5400,0.3784,0.0644,0.5257,-1.1148,0.0102,0.0653,1.8864,-0.1502,0.1258,-0.9627,0.0186,0.0428,1.4853,-0.6076,0.0400,-3.7247,-0.6815,-0.6694,3.6971,10.8466,-0.8299,0.7413,0.2371,0.0496,0.0222,-0.2854,-0.0664,21.77,1.74,-1.82,-62.55,31.36,-13.38,-26.80,3.42,-4.59,-40.71,-13.00,-6.67,-2.7605,0.0103,0.0791,3.5656,4.9629,-0.5263,-3.4107,0.2500,-0.0102,2.0643,-1.9515,-0.2962,0.50,0.00,0.00,0
399,1.5600,0.3825,0.0668,0.5251,-1.1857,-0.0059,0.0506,1.9369,-0.0133,0.0788,-0.9515,0.0238,0.0441,1.4828,-0.6069,0.0395,-3.3585,-0.8394,-0.7188,1.4303,4.6685,-2.3227,0.3304,0.2659,0.0675,-0.0270,0.1163,0.0430,-4.89,0.69,0.23,-17.92,-7.17,0.69,-6.41,-2.03,6.78,-40.26,-10.74,-8.13,-4.0566,-0.1243,0.1006,4.6802,1.8380,-0.1022,-2.6035,0.0539,0.4581,2.0493,-1.7241,-0.3778,0.50,0.00,0.00,0
400,1.5800,0.3860,0.0699,0.5234,-1.2524,-0.0202,0.0420,1.9547,0.0169,0.0401,-0.9469,0.0276,0.0461,1.4819,-0.5983,0.0419,-3.2676,-0.5918,-0.2201,0.3986,0.0604,-1.5933,0.1103,0.1553,0.1226,0.1001,0.4950,0.1765,-13.76,3.22,2.03,-7.44,-3.80,0.45,8.51,-11.05,22.23,-50.33,-11.43,-10.95,-4.6607,-0.0469,0.2090,4.8855,1.2631,-0.1292,-2.0269,-0.3072,1.0916,1.7930,-1.6620,-0.5296,0.50,0.00,0.00,0
401,1.6000,0.3895,0.0739,0.5209,-1.3068,-0.0278,0.0413,1.9380,-0.0157,0.0120,-0.9452,0.0290,0.0490,1.4878,-0.5854,0.0430,-2.3177,-0.2024,0.0730,-1.6662,-2.2373,-1.1805,0.1727,0.0392,0.1428,0.2942,0.5828,0.0234,-6.01,5.00,-0.90,-8.82,-1.45,0.38,7.96,-10.15,18.17,-39.86,-7.52,-9.99,-4.4325,0.0518,0.1374,4.5281,0.8195,-0.1632,-2.0404,-0.2838,0.9447,2.1266,-1.3294,-0.4892,0.50,0.00,0.00,0
402,1.6200,0.3935,0.0787,0.5178,-1.3426,-0.0285,0.0419,1.8916,-0.0575,-0.0053,-0.9403,0.0274,0.0511,1.4943,-0.5738,0.0429,-1.4236,0.1155,-0.0193,-2.6322,-1.8954,-0.6923,0.3210,-0.1147,0.0848,0.3302,0.5579,-0.0084,1.76,4.78,-3.88,3.25,0.97,0.36,-1.21,-14.02,18.73,-46.14,-8.89,-10.74,-4.1282,0.0895,0.0118,4.5272,0.8606,-0.1364,-2.3630,-0.4683,0.9668,1.9881,-1.3806,-0.5465,0.50,0.00,0.00,0
403,1.6400,0.3978,0.0842,0.5141,-1.3611,-0.0239,0.0384,1.8325,-0.0997,-0.0150,-0.9341,0.0229,0.0522,1.5028,-0.5699,0.0444,-0.5963,0.3484,-0.3071,-3.0036,-2.0549,-0.3735,0.2980,-0.2576,0.0469,0.4493,0.1896,0.0665,6.40,3.95,-4.93,9.17,1.22,0.32,-11.31,-17.55,20.29,-58.75,-15.41,-11.56,-3.8889,0.1114,-0.0855,4.3951,0.6803,-0.1145,-2.7439,-0.6497,1.0278,1.7004,-1.8701,-0.5799,0.50,0.00,0.00,0
404,1.6600,0.4022,0.0907,0.5103,-1.3613,-0.0185,0.0309,1.7629,-0.1565,-0.0226,-0.9281,0.0184,0.0536,1.5120,-0.5738,0.0464,0.3417,0.2352,-0.4242,-3.6104,-2.9528,-0.3199,0.3146,-0.1829,0.0802,0.3893,-0.2290,0.0588,8.51,-2.39,1.04,9.91,1.20,0.10,-18.10,-12.56,15.87,-72.55,-22.20,-12.97,-3.6619,-0.1333,0.1023,4.0614,0.2802,-0.1483,-2.9893,-0.4582,0.8612,1.3650,-2.4173,-0.6660,0.50,0.00,0.00,0
405,1.6800,0.4066,0.0983,0.5070,-1.3383,-0.0145,0.0249,1.6751,-0.2315,-0.0257,-0.9184,0.0128,0.0541,1.5157,-0.5825,0.0489,1.5897,0.2203,-0.2291,-4.6329,-3.7944,-0.1104,0.5025,-0.2744,-0.0095,0.1384,-0.4203,0.1214,12.73,-3.88,3.84,10.90,1.66,-0.08,-22.80,-11.26,10.39,-78.60,-24.93,-12.71,-3.2128,-0.1815,0.2164,3.6091,-0.1557,-0.1305,-3.1085,-0.4424,0.6314,1.1844,-2.6725,-0.6271,0.50,0.00,0.00,0
406,1.7000,0.4113,0.1066,0.5038,-1.2969,-0.0070,0.0256,1.5835,-0.3104,-0.0182,-0.9048,0.0096,0.0531,1.5156,-0.5919,0.0524,2.2825,0.4730,0.1851,-4.2444,-3.6736,0.3989,0.7125,-0.0819,-0.0857,0.0000,-0.4426,0.1761,9.65,-5.78,5.85,17.07,2.51,-0.30,-19.17,-7.95,7.65,-75.10,-24.07,-11.60,-3.0576,-0.1897,0.3605,3.4412,-0.3999,-0.0131,-2.8775,-0.2946,0.5072,1.2584,-2.6576,-0.5289,0.50,0.00,0.00,0
407,1.7200,0.4173,0.1155,0.5008,-1.2856,0.0057,0.0343,1.5858,-0.2995,0.0592,-0.8831,0.0121,0.0500,1.5119,-0.6012,0.0566,0.2962,0.5350,0.3218,0.9021,0.1794,2.0522,1.2717,0.1367,-0.1778,-0.2291,-0.4533,0.1919,16.71,-2.93,3.75,-5.59,-11.04,-8.48,-16.10,-4.47,4.03,-68.56,-22.27,-10.24,-3.0277,-0.0092,0.3390,3.4979,-0.4703,0.1164,-2.5886,-0.1092,0.3342,1.3912,-2.5753,-0.4172,0.50,0.00,0.00,0
408,1.7400,0.4239,0.1254,0.4986,-1.2763,0.0136,0.0394,1.6034,-0.3051,0.0987,-0.8520,0.0143,0.0466,1.4978,-0.6146,0.0527,0.5207,0.2809,0.2450,0.8635,-0.4348,1.6927,1.9895,0.0991,-0.0125,-1.9914,-1.0670,-0.4769,18.36,-0.60,-3.21,-23.11,-11.87,-8.53,-23.02,-3.91,2.08,-56.10,-16.99,-8.60,-2.8898,0.0773,0.0641,3.1045,-0.6930,0.1661,-2.6343,-0.0890,0.2451,1.4570,-2.4626,-0.4927,0.50,0.00,0.00,0
409,1.7600,0.4301,0.1368,0.4958,-1.2678,0.0127,0.0462,1.6225,-0.3152,0.1228,-0.8186,0.0132,0.0476,1.4760,-0.6021,0.0455,0.4005,-0.2374,0.3919,0.9618,-0.4921,0.9445,1.4175,-0.0964,0.1166,-0.5191,0.7055,-0.2679,16.61,-2.06,-2.93,-33.94,-13.72,-9.63,-19.71,0.10,-1.53,-35.21,-1.93,-8.45,-2.9456,-0.0622,0.1259,2.9063,-0.8724,0.0392,-2.4406,0.0419,0.1432,2.0906,-1.0002,-0.4326,0.50,0.00,0.00,0
410,1.7800,0.4354,0.1492,0.4918,-1.2611,-0.0016,0.0544,1.6405,-0.3261,0.1457,-0.7981,0.0088,0.0508,1.4679,-0.5678,0.0379,0.2841,-1.0105,0.4266,0.8457,-0.4680,1.0862,0.7244,-0.3518,0.2585,-0.0567,1.1577,-0.2229,23.20,-2.24,-10.39,-49.24,-18.13,-12.50,-25.29,5.07,-8.25,-13.48,16.79,-5.03,-2.6715,-0.2425,-0.1334,2.5568,-1.2085,-0.0364,-2.6833,0.1907,-0.0916,2.6912,0.5118,-0.2332,0.50,0.00,0.00,0
411,1.8000,0.4389,0.1621,0.4875,-1.2551,-0.0220,0.0625,1.6509,-0.3408,0.1990,-0.8099,-0.0040,0.0498,1.5044,-0.5270,0.0414,0.3444,-0.9579,0.2819,0.3310,-0.6443,2.7923,-1.0310,-0.5553,-0.1946,2.2584,2.3316,0.0522,33.83,6.33,-30.03,-76.01,-26.33,-18.36,-32.82,6.41,-16.19,6.35,30.02,-1.75,-2.2173,0.0170,-0.9032,1.8228,-1.8499,0.1202,-3.3039,0.1506,-0.4729,3.6756,1.7274,0.0648,0.50,0.00,0.00,0
412,1.8200,0.4405,0.1743,0.4842,-1.2475,-0.0379,0.0652,1.6493,-0.3379,0.2690,-0.8555,-0.0059,0.0346,1.5779,-0.4771,0.0495,0.4413,-0.7078,-0.0061,-0.3016,0.6619,3.2140,-2.8434,0.2676,-1.0682,3.8470,2.4056,0.3965,43.46,12.27,-49.36,-93.02,-31.39,-22.74,-42.16,9.85,-18.86,34.45,22.66,4.31,-1.7853,0.2300,-1.7098,1.2811,-1.9412,0.2367,-4.1283,0.4000,-0.7700,4.9184,1.4687,0.5618,0.50,0.00,0.00,0
413,1.8400,0.4404,0.1864,0.4817,-1.2490,-0.0565,0.0630,1.6523,-0.3501,0.2993,-0.9208,0.0024,0.0189,1.6466,-0.4804,0.0484,-0.3036,-1.0919,-0.1656,0.2952,-1.2863,0.7711,-3.5313,0.4279,-0.6848,3.0062,-0.1576,-0.0488,23.66,14.50,-51.27,-88.12,-31.68,-19.30,-28.25,-2.20,-2.30,26.33,-2.56,-0.62,-2.6924,0.1925,-1.8229,1.4957,-2.3407,0.0782,-3.9433,-0.0126,-0.1223,4.8779,-0.7222,0.1431,0.50,0.00,0.00,0
414,1.8600,0.4395,0.1998,0.4804,-1.2511,-0.0839,0.0605,1.6547,-0.3739,0.2938,-0.9841,0.0085,0.0116,1.6898,-0.4909,0.0489,0.1036,-1.5160,-0.0882,-0.0672,-1.1896,-0.5964,-2.9150,0.2002,-0.2046,1.7214,-0.5160,0.0158,18.32,15.42,-44.67,-94.33,-29.85,-20.18,-11.04,-3.86,2.87,19.87,-5.47,-0.00,-2.8637,0.0538,-1.5596,1.3009,-2.3131,-0.2797,-3.4292,-0.0871,0.1263,4.7138,-1.0277,0.1988,0.50,0.00,0.00,0
415,1.8800,0.4385,0.2143,0.4806,-1.2460,-0.1089,0.0605,1.6525,-0.4016,0.2671,-1.0354,0.0140,0.0115,1.7113,-0.5044,0.0487,0.4270,-1.0499,0.0750,-0.2153,-1.5143,-1.4762,-2.3287,0.2482,0.0584,0.7804,-0.6566,-0.0119,16.79,21.17,-44.89,-84.08,-27.11,-18.14,-9.20,-5.01,5.78,12.09,-6.76,-0.27,-2.8541,0.2449,-1.5449,1.5454,-2.3014,-0.4255,-3.4716,-0.1051,0.2849,4.4712,-1.1950,0.1747,0.50,0.00,0.00,0
416,1.9000,0.4374,0.2297,0.4817,-1.2372,-0.1209,0.0653,1.6512,-0.4544,0.2343,-1.0757,0.0186,0.0121,1.7220,-0.5182,0.0473,0.5172,-0.2799,0.3617,-0.0825,-3.0954,-1.6864,-1.7668,0.1988,0.0202,0.4112,-0.6691,-0.0648,6.36,21.66,-39.43,-83.76,-25.79,-16.80,-1.81,-3.78,4.11,11.15,-6.61,-0.76,-3.2205,0.3304,-1.2647,1.5640,-2.7236,-0.5075,-3.2526,-0.0451,0.2159,4.4393,-1.2428,0.1262,0.50,0.00,0.00,0
417,1.9200,0.4358,0.2456,0.4834,-1.2264,-0.1173,0.0758,1.6461,-0.5147,0.2028,-1.1072,0.0205,0.0104,1.7307,-0.5290,0.0455,0.5802,0.4893,0.6314,-0.4271,-2.8474,-1.4734,-1.3874,0.0525,-0.1097,0.4237,-0.5194,-0.0851,-6.04,20.81,-37.65,-82.88,-21.48,-14.37,3.94,-4.02,2.55,12.82,-4.92,-0.96,-3.6610,0.4281,-1.1096,1.5261,-2.6472,-0.4344,-3.0891,-0.0695,0.1274,4.5187,-1.1443,0.1013,0.50,0.00,0.00,0
418,1.9400,0.4334,0.2620,0.4854,-1.2129,-0.0994,0.0914,1.6296,-0.5563,0.1832,-1.1276,0.0205,0.0094,1.7337,-0.5414,0.0416,0.6985,1.1395,0.8633,-1.0436,-1.6248,-0.8054,-0.7623,-0.0514,-0.0146,0.0521,-0.5996,-0.1824,-14.27,19.20,-35.51,-76.14,-18.00,-12.14,9.66,-5.29,4.55,9.50,-5.55,-1.98,-3.9154,0.5375,-0.9256,1.5620,-2.3522,-0.2352,-2.8485,-0.1355,0.2167,4.3957,-1.2521,-0.0008,0.50,0.00,0.00,0
419,1.9600,0.4305,0.2790,0.4873,-1.1966,-0.0722,0.1105,1.6057,-0.5791,0.1668,-1.1322,0.0179,0.0120,1.7318,-0.5559,0.0367,0.8447,1.4606,0.9879,-1.2614,-0.9193,-0.8058,0.1415,-0.2009,0.1953,-0.1281,-0.6922,-0.2372,-11.66,16.74,-34.27,-60.73,-15.18,-9.95,11.82,-7.68,7.71,7.74,-6.40,-2.57,-3.7243,0.6011,-0.7786,1.8461,-2.1103,-0.1512,-2.6465,-0.2642,0.3844,4.3171,-1.3843,-0.0702,0.50,0.00,0.00,0
420,1.9800,0.4278,0.2964,0.4887,-1.1759,-0.0418,0.1304,1.5792,-0.5866,0.1451,-1.1167,0.0137,0.0169,1.7228,-0.5708,0.0299,1.1167,1.4941,0.9814,-1.3246,-0.1968,-1.1020,1.1639,-0.2353,0.2698,-0.5098,-0.7137,-0.3268,-2.36,11.97,-30.34,-45.17,-12.32,-8.04,6.68,-6.36,6.78,1.91,-6.79,-3.41,-3.2296,0.5416,-0.5415,2.1452,-1.8076,-0.1693,-2.6338,-0.2348,0.3795,4.0775,-1.4743,-0.1709,0.50,0.00,0.00,0
421,2.0000,0.4255,0.3143,0.4891,-1.1509,-0.0131,0.1496,1.5526,-0.5793,0.1163,-1.0850,0.0104,0.0205,1.7078,-0.5843,0.0212,1.2926,1.3113,0.9286,-1.2941,0.4922,-1.4062,1.8039,-0.1251,0.1314,-0.7598,-0.6447,-0.4142,5.09,6.28,-23.91,-34.23,-10.51,-6.75,-1.95,-1.74,2.05,-3.10,-6.39,-4.17,-2.8035,0.4039,-0.2153,2.3330,-1.5222,-0.2605,-2.7488,-0.0480,0.1855,3.8511,-1.4883,-0.2735,0.50,0.00,0.00,0
422,2.0200,0.4237,0.3329,0.4878,-1.1223,0.0095,0.1684,1.5259,-0.5639,0.0911,-1.0449,0.0087,0.0214,1.6895,-0.5968,0.0112,1.4611,0.9456,0.9351,-1.2886,0.7824,-1.1323,2.0493,-0.0548,-0.0000,-0.8862,-0.5991,-0.4729,13.53,3.40,-21.40,-27.68,-10.06,-6.51,-11.18,0.13,-0.54,-7.03,-6.23,-4.71,-2.3250,0.3254,-0.0394,2.4016,-1.3713,-0.2927,-2.9146,0.0311,0.0648,3.6569,-1.5190,-0.3609,0.50,0.00,0.00,0
423,2.0400,0.4219,0.3525,0.4844,-1.0900,0.0236,0.1884,1.4975,-0.5463,0.0806,-1.0046,0.0072,0.0205,1.6703,-0.6091,0.0017,1.6246,0.4993,1.0173,-1.4105,0.8343,-0.3714,1.8939,-0.0683,-0.0581,-0.9105,-0.5886,-0.4525,20.33,4.15,-24.20,-27.79,-11.01,-7.36,-19.74,-0.37,-1.08,-9.47,-6.39,-4.51,-1.8983,0.3437,-0.0597,2.2698,-1.3532,-0.2404,-3.1142,0.0033,0.0307,3.5119,-1.5767,-0.3813,0.50,0.00,0.00,0
424,2.0600,0.4200,0.3733,0.4790,-1.0555,0.0291,0.2094,1.4672,-0.5334,0.0869,-0.9703,0.0051,0.0182,1.6493,-0.6205,-0.0052,1.7030,0.0952,1.0400,-1.4814,0.4952,0.3634,1.4871,-0.1008,-0.1326,-1.0254,-0.5444,-0.3336,26.53,7.78,-31.62,-28.34,-12.10,-8.25,-26.88,-2.40,-0.71,-12.41,-6.16,-3.36,-1.4992,0.4482,-0.2684,2.1248,-1.4374,-0.1272,-3.3207,-0.0914,0.0248,3.3354,-1.5983,-0.3093,0.50,0.00,0.00,0
425,2.0800,0.4178,0.3950,0.4716,-1.0217,0.0268,0.2284,1.4384,-0.5318,0.1022,-0.9464,0.0037,0.0147,1.6294,-0.6302,-0.0101,1.6217,-0.2761,0.8669,-1.3521,-0.1417,0.6871,0.9249,-0.0425,-0.2018,-0.9235,-0.4688,-0.2328,29.91,12.26,-39.95,-27.53,-12.27,-8.47,-29.88,-3.82,0.14,-11.82,-5.49,-2.40,-1.2407,0.5610,-0.5491,2.0470,-1.5646,-0.0144,-3.4299,-0.1456,0.0344,3.2840,-1.5777,-0.2455,0.50,0.00,0.00,0
